Sample,Pressure (kPa),EXP_ADS (mL/g),Langmuir_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),Max. EXP Pressure (kPa),Lan. Vol. Con. VL (mL/g),Lan. Pres. Con. PL (kPa),Correlation coefficient (R^2)
,11697.57076,8.565698285,11.31427137,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
,12687.86994,8.533319736,11.6585424,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,12687.86994,15.41350187,9682.606919,0.992717228
BH C/8,457.6271186,0.966097513,1.466789869,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,898.3050847,1.96673734,2.70846784,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,1728.813559,3.24275385,4.688413781,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,2711.864407,4.518393991,6.572179364,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,3677.966102,5.483195122,8.070008252,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,4745.762712,6.482287655,9.426915105,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,5694.915254,7.447130604,10.43407377,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,6745.762712,7.997214869,11.38116934,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,7728.813559,8.685635666,12.14079153,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,8762.711864,9.063050178,12.83434313,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,9796.610169,9.44046469,13.44006046,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,10694.91525,9.818213753,13.90730757,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,11711.86441,10.02295851,14.38073303,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
,12728.81356,10.40041484,14.80416323,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,12728.81356,16.01929368,6800.167386,0.999139225
BH C/17,353.4969623,1.166380789,1.612526784,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,858.1594416,2.43567753,3.56803682,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,1732.587172,4.253859348,6.245611306,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,2707.532773,5.831903945,8.499668609,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,3699.178565,7.30703259,10.26445371,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,4723.994389,8.301886792,11.70381901,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,5731.966057,9.22813036,12.84736444,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,6706.047855,9.777015437,13.76278798,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,7713.702794,10.32590051,14.56029656,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,8704.484783,10.77186964,15.22876914,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,9745.712864,11.32075472,15.8334207,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,10719.53552,11.56089194,16.32570202,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,11710.00078,11.62950257,16.76697713,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
,12734.3847,12.10977702,17.17104641,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,12734.3847,16.84257425,4914.392109,0.999057702
BH C/20,355.5018138,2.31433506,2.382251773,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,829.5042322,4.248704663,4.93856599,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,1743.651753,6.321243523,8.543254166,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,2725.513906,8.082901554,11.22046144,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,3690.4474,9.568221071,13.13114548,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,4689.23821,10.91537133,14.62994718,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,5721.886336,11.95164076,15.83521376,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,6754.534462,12.74611399,16.79582712,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,7736.396614,13.36787565,17.54426999,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,8718.258767,14.30051813,18.17162997,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,9750.906892,14.50777202,18.73052071,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,10715.84039,15.06044905,19.17896315,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,11748.48851,15.16407599,19.59567422,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
,12730.35067,15.75129534,19.94246927,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,12730.35067,20.3284507,3911.932444,0.994836743
BH C/25,816.5113465,3.763097743,4.367319535,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,1754.450818,5.764237789,7.904458381,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,2707.635087,7.627170963,10.51412012,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,3706.606773,9.144568023,12.57334587,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,4689.882946,10.21295372,14.14796477,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,5688.403917,11.14313255,15.4263301,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,6656.249704,12.10792938,16.44086514,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,7669.750345,12.55447885,17.32582896,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,8683.357037,13.13919731,18.07156297,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,9697.06978,13.86208477,18.70852816,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,10725.62963,13.92863162,19.26635454,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,11708.4816,14.44434134,19.73197107,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
,12706.57837,14.82184418,20.14938737,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,12706.57837,19.46934971,4129.22423,0.996910924
BH C/26,334.0563991,2.997483435,3.57439106,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12706.57837,22.58379875,2535.7367,0.998610438
,789.5878525,5.279168684,7.260941248,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,1655.097614,8.820503535,12.01186955,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,2672.451193,11.20303614,15.54402346,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,3659.436009,13.44935645,17.84671223,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,4676.789588,14.80974254,19.55281199,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,5678.958785,15.72723544,20.81596922,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,6681.127983,16.44029903,21.80188607,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,7713.665944,17.15328872,22.61434329,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,8685.466377,17.38942452,23.24138459,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,9702.819957,18.06837961,23.79038325,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,10689.80477,18.2022638,24.24175594,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,11691.97397,18.50646879,24.63561236,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
,12694.14317,18.60624448,24.97734503,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,12694.14317,22.58379875,2535.7367,0.998610438
BH D/6,406.779661,1.000765284,1.502416863,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,847.4576271,2.31228594,2.928890976,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,1728.813559,4.106311709,5.294465493,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,2694.915254,5.520162926,7.337175568,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,3694.915254,6.588507362,9.023210325,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,4728.813559,7.518598904,10.43624426,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,5728.813559,8.310604825,11.56615025,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,6745.762712,8.929857356,12.53351759,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,7745.762712,9.514609392,13.34528518,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,8762.711864,10.16840424,14.05810071,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,9779.661017,10.40769131,14.67909703,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,10711.86441,10.95806831,15.18199049,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,11694.91525,11.50831985,15.65494596,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
,12694.91525,11.885818,16.0850497,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,12694.91525,16.9382025,5812.044667,0.997813208
BH D/9,393.6430318,0.980004103,1.562382067,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,855.7457213,2.48465471,3.149614778,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,1779.9511,4.340109768,5.719738456,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,2721.271394,5.880922256,7.743603193,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,3748.166259,7.142228187,9.481677194,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,4740.831296,8.33351856,10.83054569,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,5819.070905,9.42012755,12.02768363,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,7753.056235,10.50887377,13.6869669,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,8745.721271,10.89596833,14.36369184,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,9789.731051,11.2482261,14.98062618,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,10782.39609,11.63532067,15.4938548,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,11740.8313,11.81253954,15.93331441,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
,12750.61125,12.19967685,16.34639007,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,12750.61125,17.20284311,5131.522803,0.998639746
BH D/11,353.2666148,0.89193825,1.27138582,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,857.9578875,2.195540309,2.855182977,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,1748.625114,3.361921098,5.136494421,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,2689.939986,4.87135506,7.029893775,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,3731.599969,5.934819897,8.691191233,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,4706.027288,6.895368782,9.948254532,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,5713.854988,7.650085763,11.02540149,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,6654.363645,8.19897084,11.87388905,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,7695.620519,8.782161235,12.67576245,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,8720.23479,9.536878216,13.3528875,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,9710.959191,9.914236707,13.92278244,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,10701.6548,10.25728988,14.42441108,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,11708.93542,10.36020583,14.87637993,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
,12733.11779,10.60034305,15.28567648,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12733.11779,15.98315032,6190.03471,0.998376085
BH D/14,321.8973846,0.75862069,0.815792681,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,829.7851074,1.517241379,1.972100315,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,1709.682659,2.310344828,3.667920775,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,2707.879394,3.034482759,5.231898341,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,3706.046977,3.724137931,6.512999854,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,4704.331168,4.551724138,7.581749093,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,5702.527903,5.275862069,8.486732731,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,6700.637181,5.896551724,9.262913073,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,7698.367483,6.068965517,9.935777922,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,8713.32667,6.620689655,10.53440709,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,9728.081792,6.931034483,11.0617128,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,10708.99134,7.206896552,11.51504998,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,11723.77561,7.551724138,11.93492811,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
,12738.61819,7.965517241,12.31237016,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,12738.61819,13.10291177,8585.392486,0.994870689
BH D/15,372.4304716,1.727115717,2.052309386,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,897.2188634,3.385146805,4.427872381,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,1760.580411,5.526770294,7.414757233,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,2708.585248,7.288428325,9.825506699,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,3707.376058,8.773747841,11.73433484,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,4723.095526,9.844559585,13.23370296,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,5755.743652,10.77720207,14.44214334,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,6754.534462,11.46804836,15.39277962,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,7736.396614,12.02072539,16.17129318,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,8785.973398,12.5388601,16.87258705,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,9733.978235,12.95336788,17.41473375,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,10800.48368,13.36787565,17.94234438,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,11748.48851,13.74784111,18.35182351,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
,12781.13664,13.98963731,18.74561637,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,12781.13664,18.42593935,4087.909093,0.99973014
BH D/16,348.1380607,1.247093208,1.579086685,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,845.0640291,2.527514972,3.501444934,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,1739.157269,4.380335754,6.235456818,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,2682.837188,6.23303708,8.421642867,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,3708.65985,7.478457887,10.25436715,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,4717.619139,8.319197566,11.67555186,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,5693.632136,9.294923866,12.79270753,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,6735.56559,10.03440367,13.77846554,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,7694.743087,10.63917559,14.54173586,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,8703.31215,11.00774083,15.2282073,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,9728.465851,11.44371974,15.82895422,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,10670.97509,11.87989774,16.31147164,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,11646.51424,12.28226937,16.75300235,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
,12704.64211,12.6169884,17.17658655,30,749.2,3.4,42,23.2,58,75.2,0,5.9,11.4,7.4,0.8,12704.64211,17.51650961,5041.765106,0.999421714
BH D/17,369.9846037,2.002541431,2.37300745,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,832.1273215,4.108482357,4.785200918,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,1739.7893,6.662374136,8.315852178,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,2708.138828,8.283473693,10.968896,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,3737.971287,10.0080485,13.02593032,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,4721.433049,11.31822994,14.51717429,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,5750.708741,12.31741751,15.743268,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
