Bore hole,Pressure (kPa) ,Adsorption (cc/g),Ash (%),Moisture(%),Fixed Carbon (%),Volatile matter (%),Carbon (%),Hydrogen (%),Nitrogen (%),Sulphur (%),Oxygen (%),Vitrinite (%),Inertinite (%),Liptinite (%),Mineral matter (%),Mean (Reflectance) Ro%,VL(cc/g)ADB,PL(Kpa) (ADB),VL(cc/g) (DAF),PL(Kpa) (DAF),Gas Content (cc/g) ADB,Gas Content (cc/g) DAF
,2770.14218,4.771573604,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,3848.341232,5.854483926,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,4793.838863,6.768189509,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,5855.450237,7.377326565,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,6850.7109,7.783417936,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,7962.085308,8.392554992,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,9023.696682,8.934010152,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,10068.72038,9.272419628,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,11097.1564,9.644670051,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,12109.00474,9.983079526,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
,13021.32701,10.321489,30.8,2.7,60.2,39.8,78.7,5.6,2.8,0.5,12.4,60.3,12.1,9.2,18.4,0.69,15.1,6057,22.9,6057,4.01,7.1
BH F/10,376.5281174,1.364576744,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,821.5158924,2.484569221,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,1745.721271,4.549814489,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,2687.041565,6.265452152,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,3713.93643,7.841443398,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,4723.716381,8.997811479,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,5699.266504,9.909338827,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,6709.046455,10.75102159,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,7684.596577,11.34786363,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,8728.606357,11.56026125,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,9738.386308,11.8774685,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,10696.82152,12.36937268,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,11723.71638,12.7215877,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
,12750.61125,13.21366287,19.4,3.6,57.9,42.1,79.6,5.6,2.3,0.5,12,65.8,11.3,9.4,13.5,0.72,23.9,5019,23.9,5019,5.67,7.4
BH F/11,387.9339067,2.195540309,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,876.2417167,3.97941681,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,1734.516332,6.552315609,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,2727.112307,9.159519726,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,3769.175397,10.70325901,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,4743.861857,11.97255575,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,5751.833525,12.89879931,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,6742.932241,13.72212693,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,7784.275496,14.40823328,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,8724.784152,14.95711835,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,9732.323918,15.36878216,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,10773.37924,15.71183533,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,11747.34586,16.12349914,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
,12754.85683,16.50085763,15.4,2.2,58.3,41.7,82,4.8,2.1,0.6,10.5,58.4,17.6,9.9,14.1,0.75,20.9,3516,25.6,3516,7.24,8.78
BH F/13,355.5018138,1.347150259,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,829.5042322,2.625215889,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,1692.86578,4.870466321,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,2691.65659,6.493955095,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,3656.590085,7.875647668,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,4655.380895,9.32642487,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,5671.100363,9.8791019,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,6669.891173,10.56994819,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,7668.681983,11.19170984,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,8667.472793,11.98618307,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,9666.263603,12.71157168,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,10681.98307,13.19516408,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,11680.77388,13.64421416,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
,12696.49335,13.81692573,12.8,1.9,56.9,43.1,80.3,4.9,2.7,0.3,11.8,78.5,11.3,4,6.2,0.73,19.8,4182,23.3,4182,5.52,5.56
BH F/ 14,380.0217155,2.04778157,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,851.2486428,3.686006826,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,1656.89468,6.006825939,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,2675.352877,7.610921502,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,3663.409338,9.078498294,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,4681.867535,10.51194539,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,5685.124864,11.53583618,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,6673.181325,12.21843003,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,7661.237785,12.93515358,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,8694.896851,13.72013652,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,9682.953312,14.2662116,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,10686.21064,14.64163823,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,11689.46797,14.94880546,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
,12692.7253,15.01706485,17.2,1.8,63.5,36.5,79.8,5.6,2.2,0.4,12,75.4,10.7,5,8.9,0.76,19.5,3758,24.1,3758,5.44,6.4
