Bore hole,Pressure (kPa) ,Adsorption (cc/g),Ash (%),Moisture(%),Fixed Carbon (%),Volatile matter (%),Carbon (%),Hydrogen (%),Nitrogen (%),Sulphur (%),Oxygen (%),Vitrinite (%),Inertinite (%),Liptinite (%),Mineral matter (%),Mean (Reflectance) Ro%,VL(cc/g)ADB,PL(Kpa) (ADB),VL(cc/g) (DAF),PL(Kpa) (DAF),Gas Content (cc/g) ADB,Gas Content (cc/g) DAF
BH A/12,372.826087,1,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,881.0344828,2.137931034,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,1727.640346,3.551724138,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,2709.336998,4.75862069,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,3725.112444,6.275862069,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,4689.871731,7.448275862,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,5722.001499,8.310344828,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,6737.077295,9,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,7734.895052,9.275862069,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,8733.004331,9.896551724,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,9747.84691,10.31034483,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,10762.48542,10.48275862,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,11726.3993,10.65517241,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
,12723.95469,10.62068966,25.4,3.2,59.9,40.1,80.3,5.5,2.5,0.6,11.1,30.8,31.5,18.3,19.4,0.72,16.2,5900,22.8,5900,9.3,13.03
BH A/17,410.7579462,0.910116778,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,872.8606357,1.995186965,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,1711.491443,3.500777951,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,2772.616137,5.111819721,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,3765.281174,6.128284918,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,4757.94621,7.10978508,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,5733.496333,7.601732009,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,6709.046455,8.338434182,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,7718.826406,8.900396669,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,8728.606357,9.217603912,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,9755.501222,9.709679074,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,10731.05134,9.991835793,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,11740.8313,10.37897311,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
,12750.61125,10.62625028,27.2,3,58.8,41.2,79.8,5.3,2.4,0.6,11.9,65.7,15.4,5.7,13.2,0.71,15.5,5828,22.2,5828,5.49,7.86
BH A/26,355.5018138,2.245250432,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,846.43289,4.594127807,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,1726.723096,7.979274611,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,2708.585248,10.67357513,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,3775.090689,12.46977547,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,4790.810157,13.64421416,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,5755.743652,14.54231434,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,6737.605804,15.16407599,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,7753.325272,15.75129534,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,8752.116082,16.02763385,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,9767.83555,16.30397237,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,10732.76904,16.44214162,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,11765.41717,17.13298791,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
,12747.27932,17.3402418,12.9,2.2,57.8,42.2,79.3,5.4,2.3,0.3,12.7,80,10.7,5.2,4.1,0.73,21.2,2810,25.2,2810,9.08,10.69
BH A/29,365.7540138,2.56239647,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,830.1796636,4.517432785,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,1675.048579,6.808820719,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,2767.767266,8.998431129,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,3727.613723,10.41264494,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,4736.879619,11.62437882,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,5696.16861,12.36405772,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,6704.988532,13.03616367,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,7713.808454,13.70826962,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,8689.514845,14.31300172,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,9714.668546,14.74898063,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,10706.73659,15.15131244,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,11715.41714,15.65478466,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
,12690.81693,15.88852255,24.7,1.3,61.1,38.9,84.5,5.9,2.4,0.5,6.7,76,13.8,4.5,5.7,0.8,19.4,3315,26.5,3315,4.92,7.69
BH A/31,356.763285,2,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,831.7966017,3.896551724,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,1713.005997,6.24137931,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,2729.71431,8.862068966,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,3728.494086,10.27586207,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,4693.165917,11.34482759,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,5792.666167,11.89655172,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,6723.463268,12.89655172,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,7755.418124,13.55172414,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,8719.681826,14.13793103,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,9768.369982,14.5862069,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,10749.25037,14.82758621,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,11747.12644,15.17241379,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
,12744.91504,15.4137931,21.7,2.4,62.6,37.4,85.9,4.9,2.1,0.5,6.6,70.8,7.7,5.1,16.4,0.86,19.4,3357,25.9,3357,11.35,14.96
BH A/32,354.5277048,1.86441031,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,785.5180106,3.383208755,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,1693.153476,5.902558285,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,2707.820676,7.868966706,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,3706.845387,9.455448263,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,4720.95582,10.69646946,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,5765.158158,11.14294317,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,6748.195717,11.90044863,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,7746.584124,12.65791622,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,8760.031739,13.03538119,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,9742.777659,13.41292191,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,10771.49658,13.68672225,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,11784.97071,14.09872947,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
,12706.31324,14.4764217,26.8,1.6,62.2,37.8,84.7,5.7,1.8,0.5,7.3,63.2,13.4,8.8,14.6,0.77,18.3,3495,25.8,3495,6.34,8.86
BH A/34,334.7826087,2.529059829,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,821.7391304,4.989409142,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,1689.130435,7.961649944,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,2693.478261,10.42073579,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,3667.391304,12.09357116,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,4580.434783,13.11698253,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,5782.608696,13.96874768,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,6726.086957,14.85533259,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,7745.652174,15.29728725,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,8719.565217,15.87610554,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,9647.826087,16.38665923,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,10682.6087,16.6918246,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,11717.3913,16.8260498,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
,12691.30435,17.16555184,24.5,2.2,63.6,36.4,85.6,5.1,2.3,0.5,6.5,70.8,4.7,7.4,17.1,0.84,20.7,2653,28.4,2653,7.12,11.4
BH B/11,364.92891,1.353637902,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,845.971564,3.011844332,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,1791.469194,4.162436548,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,2753.554502,5.51607445,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,3699.052133,6.497461929,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,4710.900474,7.58037225,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,5689.57346,8.663282572,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,6718.009479,9.475465313,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,7696.682464,10.01692047,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,8708.530806,10.65989848,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,9703.791469,11.16751269,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,10732.22749,11.43824027,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,11744.07583,11.77664975,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
,12739.33649,12.04737733,25,2.6,56.2,43.8,79.8,5.5,2.3,0.5,11.9,60.4,11.6,8.1,19.8,0.68,16.5,4878,23,4878,3.96,5.77
BH B/12,389.8509079,1.137931034,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,846.9265367,1.793103448,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,1727.40713,3.275862069,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,2726.041146,4.517241379,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,3656.896552,5.586206897,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,4706.167749,6.724137931,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,5704.277028,7.344827586,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,6736.202732,7.965517241,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,7717.520406,8.724137931,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,8749.44611,9.344827586,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,9696.626687,9.724137931,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,10694.56105,10.13793103,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,11709.28702,10.4137931,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
,12724.1296,10.82758621,23.2,2.9,57,43,81.4,5.1,2.5,0.6,10.5,59.6,20.6,5.4,14.4,0.64,16.4,6701,21.8,6701,4.67,6.67
BH B/18,387.2140709,1.337907376,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,858.0154744,2.264150943,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,1749.143395,3.97941681,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,2707.388806,5.660377358,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,3715.907548,7.238421955,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,4757.279597,7.958833619,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,5731.793296,9.022298456,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,6706.249409,10.01715266,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,7680.27362,10.4974271,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,8721.415321,10.94339623,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,9745.568897,11.14922813,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,10702.63378,11.42367067,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,11710.23113,11.90394511,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
,12734.52867,12.2813036,22.4,2.7,55.2,44.8,81.2,4.9,2.2,0.6,11,57.7,13,10,19.2,0.74,17.3,5276,23.1,5276,7.15,10.7
BH B/20,440.1451028,1.83074266,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,880.2902056,3.385146805,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,1777.509069,5.319516408,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,2776.299879,7.530224525,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,3792.019347,8.946459413,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,4773.881499,10.25906736,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,6754.534462,11.88255613,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,7787.182588,12.5388601,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,8718.258767,13.12607945,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,9784.764208,13.57512953,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,10800.48368,13.98963731,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,11714.6312,14.36960276,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
,12781.13664,14.47322971,13.7,1.6,59.3,40.7,79.8,5.7,2.5,0.4,11.6,61.45,16.8,9.3,12.4,0.74,19.6,4406,23.2,4406,5.89,7.34
